11/18/2014 04:24:08 PM DEBUG: Loading data...
11/18/2014 04:24:08 PM DEBUG: Loading data...
11/18/2014 04:24:08 PM DEBUG: Initialize AveragePerceptronLearner ... 
11/18/2014 04:24:08 PM DEBUG: Loading data...
11/18/2014 04:24:08 PM DEBUG: Loading section 02 
11/18/2014 04:24:16 PM DEBUG: Loading section 03 
11/18/2014 04:24:25 PM DEBUG: Loading section 04 
11/18/2014 04:24:36 PM DEBUG: Loading section 05 
11/18/2014 04:24:47 PM DEBUG: Loading section 06 
11/18/2014 04:24:57 PM DEBUG: Loading section 07 
11/18/2014 04:25:09 PM DEBUG: Loading section 08 
11/18/2014 04:25:11 PM DEBUG: Loading section 09 
11/18/2014 04:25:23 PM DEBUG: Loading section 10 
11/18/2014 04:25:31 PM DEBUG: Loading section 11 
11/18/2014 04:25:44 PM DEBUG: Loading section 12 
11/18/2014 04:25:53 PM DEBUG: Loading section 13 
11/18/2014 04:26:09 PM DEBUG: Loading section 14 
11/18/2014 04:26:17 PM DEBUG: Loading section 15 
11/18/2014 04:26:34 PM DEBUG: Loading section 16 
11/18/2014 04:26:45 PM DEBUG: Loading section 17 
11/18/2014 04:26:52 PM DEBUG: Loading section 18 
11/18/2014 04:27:11 PM DEBUG: Loading section 19 
11/18/2014 04:27:18 PM DEBUG: Loading section 20 
11/18/2014 04:27:26 PM DEBUG: Loading section 21 
11/19/2014 04:12:02 AM DEBUG: Data finishing 22.59% ...
11/19/2014 04:14:16 AM DEBUG: Data finishing 25.11% ...
11/19/2014 04:16:20 AM DEBUG: Data finishing 27.62% ...
11/19/2014 04:18:23 AM DEBUG: Data finishing 30.13% ...
11/19/2014 04:20:43 AM DEBUG: Data finishing 32.64% ...
11/19/2014 04:22:52 AM DEBUG: Data finishing 35.15% ...
11/19/2014 04:24:52 AM DEBUG: Data finishing 37.66% ...
11/19/2014 04:27:07 AM DEBUG: Data finishing 40.17% ...
11/19/2014 04:28:59 AM DEBUG: Data finishing 42.68% ...
11/19/2014 04:31:00 AM DEBUG: Data finishing 45.19% ...
11/19/2014 04:33:17 AM DEBUG: Data finishing 47.70% ...
11/19/2014 04:35:14 AM DEBUG: Data finishing 50.21% ...
11/19/2014 04:37:21 AM DEBUG: Data finishing 52.72% ...
11/19/2014 04:39:25 AM DEBUG: Data finishing 55.23% ...
11/19/2014 04:41:35 AM DEBUG: Data finishing 57.74% ...
11/19/2014 04:43:38 AM DEBUG: Data finishing 60.25% ...
11/19/2014 04:45:50 AM DEBUG: Data finishing 62.76% ...
11/19/2014 04:47:58 AM DEBUG: Data finishing 65.27% ...
11/19/2014 04:50:02 AM DEBUG: Data finishing 67.78% ...
11/19/2014 04:52:01 AM DEBUG: Data finishing 70.30% ...
11/19/2014 04:54:14 AM DEBUG: Data finishing 72.81% ...
11/19/2014 04:56:23 AM DEBUG: Data finishing 75.32% ...
11/19/2014 04:58:39 AM DEBUG: Data finishing 77.83% ...
11/19/2014 05:00:28 AM DEBUG: Data finishing 80.34% ...
11/19/2014 05:02:37 AM DEBUG: Data finishing 82.85% ...
11/19/2014 05:04:37 AM DEBUG: Data finishing 85.36% ...
11/19/2014 05:07:02 AM DEBUG: Data finishing 87.87% ...
11/19/2014 05:09:11 AM DEBUG: Data finishing 90.38% ...
11/19/2014 05:11:15 AM DEBUG: Data finishing 92.89% ...
11/19/2014 05:13:17 AM DEBUG: Data finishing 95.40% ...
11/19/2014 05:15:30 AM DEBUG: Data finishing 97.91% ...
11/19/2014 05:17:33 AM DEBUG: Iteration: 9
11/19/2014 05:17:33 AM DEBUG: Data size: 39832
11/19/2014 05:17:33 AM DEBUG: Data finishing 0.00% ...
11/19/2014 05:17:40 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Weight_Iter_8.db 
11/19/2014 05:17:40 AM DEBUG: Total Feature Num: 10174703 
11/19/2014 05:19:55 AM DEBUG: Data finishing 2.51% ...
11/19/2014 05:22:08 AM DEBUG: Data finishing 5.02% ...
11/19/2014 05:24:21 AM DEBUG: Data finishing 7.53% ...
11/19/2014 05:26:31 AM DEBUG: Data finishing 10.04% ...
11/19/2014 05:28:39 AM DEBUG: Data finishing 12.55% ...
11/19/2014 05:30:54 AM DEBUG: Data finishing 15.06% ...
11/19/2014 05:33:10 AM DEBUG: Data finishing 17.57% ...
11/19/2014 05:35:21 AM DEBUG: Data finishing 20.08% ...
11/19/2014 05:37:32 AM DEBUG: Data finishing 22.59% ...
11/19/2014 05:39:47 AM DEBUG: Data finishing 25.11% ...
11/19/2014 05:41:52 AM DEBUG: Data finishing 27.62% ...
11/19/2014 05:43:57 AM DEBUG: Data finishing 30.13% ...
11/19/2014 05:46:17 AM DEBUG: Data finishing 32.64% ...
11/19/2014 05:48:28 AM DEBUG: Data finishing 35.15% ...
11/19/2014 05:50:29 AM DEBUG: Data finishing 37.66% ...
11/19/2014 05:52:44 AM DEBUG: Data finishing 40.17% ...
11/19/2014 05:54:38 AM DEBUG: Data finishing 42.68% ...
11/19/2014 05:56:40 AM DEBUG: Data finishing 45.19% ...
11/19/2014 05:58:58 AM DEBUG: Data finishing 47.70% ...
11/19/2014 06:00:56 AM DEBUG: Data finishing 50.21% ...
11/19/2014 06:03:04 AM DEBUG: Data finishing 52.72% ...
11/19/2014 06:05:09 AM DEBUG: Data finishing 55.23% ...
11/19/2014 06:07:20 AM DEBUG: Data finishing 57.74% ...
11/19/2014 06:09:24 AM DEBUG: Data finishing 60.25% ...
11/19/2014 06:11:38 AM DEBUG: Data finishing 62.76% ...
11/19/2014 06:13:47 AM DEBUG: Data finishing 65.27% ...
11/19/2014 06:15:53 AM DEBUG: Data finishing 67.78% ...
11/19/2014 06:17:53 AM DEBUG: Data finishing 70.30% ...
11/19/2014 06:20:07 AM DEBUG: Data finishing 72.81% ...
11/19/2014 06:22:16 AM DEBUG: Data finishing 75.32% ...
11/19/2014 06:24:34 AM DEBUG: Data finishing 77.83% ...
11/19/2014 06:26:23 AM DEBUG: Data finishing 80.34% ...
11/19/2014 06:28:34 AM DEBUG: Data finishing 82.85% ...
11/19/2014 06:30:35 AM DEBUG: Data finishing 85.36% ...
11/19/2014 06:33:02 AM DEBUG: Data finishing 87.87% ...
11/19/2014 06:35:12 AM DEBUG: Data finishing 90.38% ...
11/19/2014 06:37:17 AM DEBUG: Data finishing 92.89% ...
11/19/2014 06:39:19 AM DEBUG: Data finishing 95.40% ...
11/19/2014 06:41:34 AM DEBUG: Data finishing 97.91% ...
11/19/2014 06:43:48 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Weight_Iter_9.db 
11/19/2014 06:43:48 AM DEBUG: Total Feature Num: 10204381 
11/19/2014 06:44:03 AM DEBUG: Loading data...
11/19/2014 06:44:03 AM DEBUG: Loading section 00 
11/19/2014 06:44:21 AM DEBUG: Loading section 01 
11/19/2014 06:44:44 AM DEBUG: Loading section 22 
11/19/2014 06:45:07 AM DEBUG: Loading section 24 
11/19/2014 06:45:21 AM DEBUG: Start evaluating ...
11/19/2014 06:45:21 AM INFO: Feature count: 10204381
11/19/2014 06:45:21 AM DEBUG: Data finishing 0.00% ...
11/19/2014 06:47:24 AM DEBUG: Data finishing 14.37% ...
11/19/2014 06:49:57 AM DEBUG: Data finishing 28.74% ...
11/19/2014 06:52:00 AM DEBUG: Data finishing 43.10% ...
11/19/2014 06:54:08 AM DEBUG: Data finishing 57.47% ...
11/19/2014 06:56:12 AM DEBUG: Data finishing 71.84% ...
11/19/2014 06:58:16 AM DEBUG: Data finishing 86.21% ...
11/19/2014 07:00:23 AM INFO: Unlabeled accuracy: 0.908376932010 (151748, 167054)
11/19/2014 07:00:23 AM INFO: Unlabeled attachment accuracy: 0.912041559874 (158708, 174014)
