12/10/2014 03:25:33 PM DEBUG: Loading data...
12/10/2014 03:25:33 PM DEBUG: Loading data...
12/10/2014 03:25:33 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/10/2014 03:25:33 PM DEBUG: Loading data...
12/10/2014 03:25:33 PM DEBUG: Loading section 02 
12/10/2014 03:25:44 PM DEBUG: Loading section 03 
12/10/2014 03:25:54 PM DEBUG: Loading section 04 
12/10/2014 03:26:09 PM DEBUG: Loading section 05 
12/10/2014 03:26:23 PM DEBUG: Loading section 06 
12/10/2014 03:26:35 PM DEBUG: Loading section 07 
12/10/2014 03:26:50 PM DEBUG: Loading section 08 
12/10/2014 03:26:52 PM DEBUG: Loading section 09 
12/10/2014 03:27:08 PM DEBUG: Loading section 10 
12/10/2014 03:27:18 PM DEBUG: Loading section 11 
12/10/2014 03:27:35 PM DEBUG: Loading section 12 
12/10/2014 03:27:46 PM DEBUG: Loading section 13 
12/10/2014 03:28:06 PM DEBUG: Loading section 14 
12/10/2014 03:28:17 PM DEBUG: Loading section 15 
12/10/2014 03:28:37 PM DEBUG: Loading section 16 
12/10/2014 03:28:52 PM DEBUG: Loading section 17 
12/10/2014 03:29:00 PM DEBUG: Loading section 18 
12/10/2014 03:29:24 PM DEBUG: Loading section 19 
12/10/2014 03:29:34 PM DEBUG: Loading section 20 
12/10/2014 03:29:44 PM DEBUG: Loading section 21 
12/11/2014 05:50:17 AM DEBUG: Data finishing 20.08% ...
12/11/2014 05:53:05 AM DEBUG: Data finishing 22.59% ...
12/11/2014 05:55:42 AM DEBUG: Data finishing 25.11% ...
12/11/2014 05:58:17 AM DEBUG: Data finishing 27.62% ...
12/11/2014 06:00:46 AM DEBUG: Data finishing 30.13% ...
12/11/2014 06:03:34 AM DEBUG: Data finishing 32.64% ...
12/11/2014 06:06:13 AM DEBUG: Data finishing 35.15% ...
12/11/2014 06:08:52 AM DEBUG: Data finishing 37.66% ...
12/11/2014 06:11:31 AM DEBUG: Data finishing 40.17% ...
12/11/2014 06:14:07 AM DEBUG: Data finishing 42.68% ...
12/11/2014 06:16:32 AM DEBUG: Data finishing 45.19% ...
12/11/2014 06:19:12 AM DEBUG: Data finishing 47.70% ...
12/11/2014 06:21:36 AM DEBUG: Data finishing 50.21% ...
12/11/2014 06:24:02 AM DEBUG: Data finishing 52.72% ...
12/11/2014 06:26:32 AM DEBUG: Data finishing 55.23% ...
12/11/2014 06:29:05 AM DEBUG: Data finishing 57.74% ...
12/11/2014 06:31:55 AM DEBUG: Data finishing 60.25% ...
12/11/2014 06:34:26 AM DEBUG: Data finishing 62.76% ...
12/11/2014 06:37:03 AM DEBUG: Data finishing 65.27% ...
12/11/2014 06:39:33 AM DEBUG: Data finishing 67.78% ...
12/11/2014 06:42:16 AM DEBUG: Data finishing 70.30% ...
12/11/2014 06:45:06 AM DEBUG: Data finishing 72.81% ...
12/11/2014 06:47:37 AM DEBUG: Data finishing 75.32% ...
12/11/2014 06:49:58 AM DEBUG: Data finishing 77.83% ...
12/11/2014 06:52:35 AM DEBUG: Data finishing 80.34% ...
12/11/2014 06:55:15 AM DEBUG: Data finishing 82.85% ...
12/11/2014 06:57:50 AM DEBUG: Data finishing 85.36% ...
12/11/2014 07:00:41 AM DEBUG: Data finishing 87.87% ...
12/11/2014 07:03:09 AM DEBUG: Data finishing 90.38% ...
12/11/2014 07:05:38 AM DEBUG: Data finishing 92.89% ...
12/11/2014 07:08:14 AM DEBUG: Data finishing 95.40% ...
12/11/2014 07:10:48 AM DEBUG: Data finishing 97.91% ...
12/11/2014 07:13:24 AM DEBUG: Iteration: 9
12/11/2014 07:13:24 AM DEBUG: Data size: 39832
12/11/2014 07:13:24 AM DEBUG: Data finishing 0.00% ...
12/11/2014 07:13:32 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_8.db 
12/11/2014 07:13:32 AM DEBUG: Total Feature Num: 10398905 
12/11/2014 07:16:16 AM DEBUG: Data finishing 2.51% ...
12/11/2014 07:18:59 AM DEBUG: Data finishing 5.02% ...
12/11/2014 07:21:41 AM DEBUG: Data finishing 7.53% ...
12/11/2014 07:24:11 AM DEBUG: Data finishing 10.04% ...
12/11/2014 07:26:44 AM DEBUG: Data finishing 12.55% ...
12/11/2014 07:29:42 AM DEBUG: Data finishing 15.06% ...
12/11/2014 07:32:20 AM DEBUG: Data finishing 17.57% ...
12/11/2014 07:35:06 AM DEBUG: Data finishing 20.08% ...
12/11/2014 07:37:54 AM DEBUG: Data finishing 22.59% ...
12/11/2014 07:40:31 AM DEBUG: Data finishing 25.11% ...
12/11/2014 07:43:06 AM DEBUG: Data finishing 27.62% ...
12/11/2014 07:45:35 AM DEBUG: Data finishing 30.13% ...
12/11/2014 07:48:24 AM DEBUG: Data finishing 32.64% ...
12/11/2014 07:51:03 AM DEBUG: Data finishing 35.15% ...
12/11/2014 07:53:42 AM DEBUG: Data finishing 37.66% ...
12/11/2014 07:56:21 AM DEBUG: Data finishing 40.17% ...
12/11/2014 07:58:57 AM DEBUG: Data finishing 42.68% ...
12/11/2014 08:01:23 AM DEBUG: Data finishing 45.19% ...
12/11/2014 08:04:03 AM DEBUG: Data finishing 47.70% ...
12/11/2014 08:06:27 AM DEBUG: Data finishing 50.21% ...
12/11/2014 08:08:53 AM DEBUG: Data finishing 52.72% ...
12/11/2014 08:11:23 AM DEBUG: Data finishing 55.23% ...
12/11/2014 08:13:56 AM DEBUG: Data finishing 57.74% ...
12/11/2014 08:16:46 AM DEBUG: Data finishing 60.25% ...
12/11/2014 08:19:17 AM DEBUG: Data finishing 62.76% ...
12/11/2014 08:21:54 AM DEBUG: Data finishing 65.27% ...
12/11/2014 08:24:24 AM DEBUG: Data finishing 67.78% ...
12/11/2014 08:27:08 AM DEBUG: Data finishing 70.30% ...
12/11/2014 08:29:57 AM DEBUG: Data finishing 72.81% ...
12/11/2014 08:32:28 AM DEBUG: Data finishing 75.32% ...
12/11/2014 08:34:50 AM DEBUG: Data finishing 77.83% ...
12/11/2014 08:37:27 AM DEBUG: Data finishing 80.34% ...
12/11/2014 08:40:08 AM DEBUG: Data finishing 82.85% ...
12/11/2014 08:42:43 AM DEBUG: Data finishing 85.36% ...
12/11/2014 08:45:33 AM DEBUG: Data finishing 87.87% ...
12/11/2014 08:48:02 AM DEBUG: Data finishing 90.38% ...
12/11/2014 08:50:31 AM DEBUG: Data finishing 92.89% ...
12/11/2014 08:53:07 AM DEBUG: Data finishing 95.40% ...
12/11/2014 08:55:41 AM DEBUG: Data finishing 97.91% ...
12/11/2014 08:58:24 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_9.db 
12/11/2014 08:58:24 AM DEBUG: Total Feature Num: 10420623 
12/11/2014 08:58:42 AM DEBUG: Loading data...
12/11/2014 08:58:42 AM DEBUG: Loading section 00 
12/11/2014 08:59:01 AM DEBUG: Loading section 01 
12/11/2014 08:59:32 AM DEBUG: Loading section 22 
12/11/2014 08:59:48 AM DEBUG: Loading section 24 
12/11/2014 09:00:03 AM DEBUG: Start evaluating ...
12/11/2014 09:00:03 AM INFO: Feature count: 10420623
12/11/2014 09:00:03 AM DEBUG: Data finishing 0.00% ...
12/11/2014 09:03:09 AM DEBUG: Data finishing 14.37% ...
12/11/2014 09:05:41 AM DEBUG: Data finishing 28.74% ...
12/11/2014 09:08:23 AM DEBUG: Data finishing 43.10% ...
12/11/2014 09:10:46 AM DEBUG: Data finishing 57.47% ...
12/11/2014 09:13:21 AM DEBUG: Data finishing 71.84% ...
12/11/2014 09:15:42 AM DEBUG: Data finishing 86.21% ...
12/11/2014 09:18:25 AM INFO: Unlabeled accuracy: 0.941928957104 (157353, 167054)
12/11/2014 09:18:25 AM INFO: Unlabeled attachment accuracy: 0.944251611939 (164313, 174014)
===============================================
Iter 1 :
12/11/2014 02:52:19 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_0.db 
12/11/2014 02:52:34 PM DEBUG: Loading data...
12/11/2014 02:52:34 PM DEBUG: Loading data...
12/11/2014 02:52:34 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 02:52:34 PM DEBUG: Loading data...
12/11/2014 02:52:34 PM DEBUG: Loading section 00 
12/11/2014 02:52:48 PM DEBUG: Loading section 01 
12/11/2014 02:53:03 PM DEBUG: Loading section 22 
12/11/2014 02:53:17 PM DEBUG: Loading section 24 
12/11/2014 02:53:27 PM DEBUG: Start evaluating ...
12/11/2014 02:53:27 PM INFO: Feature count: 9534142
12/11/2014 02:53:27 PM DEBUG: Data finishing 0.00% ...
12/11/2014 02:56:24 PM DEBUG: Data finishing 14.37% ...
12/11/2014 02:58:48 PM DEBUG: Data finishing 28.74% ...
12/11/2014 03:01:21 PM DEBUG: Data finishing 43.10% ...
12/11/2014 03:03:37 PM DEBUG: Data finishing 57.47% ...
12/11/2014 03:06:04 PM DEBUG: Data finishing 71.84% ...
12/11/2014 03:08:19 PM DEBUG: Data finishing 86.21% ...
12/11/2014 03:10:53 PM INFO: Unlabeled accuracy: 0.936912615083 (156515, 167054)
12/11/2014 03:10:53 PM INFO: Unlabeled attachment accuracy: 0.939435907456 (163475, 174014)
===============================================
Iter 2 :
12/11/2014 03:10:57 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_1.db 
12/11/2014 03:11:12 PM DEBUG: Loading data...
12/11/2014 03:11:12 PM DEBUG: Loading data...
12/11/2014 03:11:12 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 03:11:12 PM DEBUG: Loading data...
12/11/2014 03:11:12 PM DEBUG: Loading section 00 
12/11/2014 03:11:26 PM DEBUG: Loading section 01 
12/11/2014 03:11:42 PM DEBUG: Loading section 22 
12/11/2014 03:11:55 PM DEBUG: Loading section 24 
12/11/2014 03:12:05 PM DEBUG: Start evaluating ...
12/11/2014 03:12:05 PM INFO: Feature count: 9886118
12/11/2014 03:12:05 PM DEBUG: Data finishing 0.00% ...
12/11/2014 03:15:01 PM DEBUG: Data finishing 14.37% ...
12/11/2014 03:17:25 PM DEBUG: Data finishing 28.74% ...
12/11/2014 03:19:58 PM DEBUG: Data finishing 43.10% ...
12/11/2014 03:22:14 PM DEBUG: Data finishing 57.47% ...
12/11/2014 03:24:41 PM DEBUG: Data finishing 71.84% ...
12/11/2014 03:26:55 PM DEBUG: Data finishing 86.21% ...
12/11/2014 03:29:29 PM INFO: Unlabeled accuracy: 0.940689836819 (157146, 167054)
12/11/2014 03:29:29 PM INFO: Unlabeled attachment accuracy: 0.943062052479 (164106, 174014)
===============================================
Iter 3 :
12/11/2014 03:29:33 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_2.db 
12/11/2014 03:29:49 PM DEBUG: Loading data...
12/11/2014 03:29:49 PM DEBUG: Loading data...
12/11/2014 03:29:49 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 03:29:49 PM DEBUG: Loading data...
12/11/2014 03:29:49 PM DEBUG: Loading section 00 
12/11/2014 03:30:03 PM DEBUG: Loading section 01 
12/11/2014 03:30:19 PM DEBUG: Loading section 22 
12/11/2014 03:30:33 PM DEBUG: Loading section 24 
12/11/2014 03:30:43 PM DEBUG: Start evaluating ...
12/11/2014 03:30:43 PM INFO: Feature count: 10066840
12/11/2014 03:30:43 PM DEBUG: Data finishing 0.00% ...
12/11/2014 03:33:41 PM DEBUG: Data finishing 14.37% ...
12/11/2014 03:36:06 PM DEBUG: Data finishing 28.74% ...
12/11/2014 03:38:41 PM DEBUG: Data finishing 43.10% ...
12/11/2014 03:40:58 PM DEBUG: Data finishing 57.47% ...
12/11/2014 03:43:27 PM DEBUG: Data finishing 71.84% ...
12/11/2014 03:45:43 PM DEBUG: Data finishing 86.21% ...
12/11/2014 03:48:19 PM INFO: Unlabeled accuracy: 0.942144456284 (157389, 167054)
12/11/2014 03:48:19 PM INFO: Unlabeled attachment accuracy: 0.944458491845 (164349, 174014)
===============================================
Iter 4 :
12/11/2014 03:48:24 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_3.db 
12/11/2014 03:48:38 PM DEBUG: Loading data...
12/11/2014 03:48:38 PM DEBUG: Loading data...
12/11/2014 03:48:38 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 03:48:38 PM DEBUG: Loading data...
12/11/2014 03:48:38 PM DEBUG: Loading section 00 
12/11/2014 03:48:52 PM DEBUG: Loading section 01 
12/11/2014 03:49:08 PM DEBUG: Loading section 22 
12/11/2014 03:49:21 PM DEBUG: Loading section 24 
12/11/2014 03:49:32 PM DEBUG: Start evaluating ...
12/11/2014 03:49:32 PM INFO: Feature count: 10174094
12/11/2014 03:49:32 PM DEBUG: Data finishing 0.00% ...
12/11/2014 03:52:29 PM DEBUG: Data finishing 14.37% ...
12/11/2014 03:54:54 PM DEBUG: Data finishing 28.74% ...
12/11/2014 03:57:29 PM DEBUG: Data finishing 43.10% ...
12/11/2014 03:59:46 PM DEBUG: Data finishing 57.47% ...
12/11/2014 04:02:14 PM DEBUG: Data finishing 71.84% ...
12/11/2014 04:04:29 PM DEBUG: Data finishing 86.21% ...
12/11/2014 04:07:05 PM INFO: Unlabeled accuracy: 0.942024734517 (157369, 167054)
12/11/2014 04:07:05 PM INFO: Unlabeled attachment accuracy: 0.944343558564 (164329, 174014)
===============================================
Iter 5 :
12/11/2014 04:07:09 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_4.db 
12/11/2014 04:07:24 PM DEBUG: Loading data...
12/11/2014 04:07:24 PM DEBUG: Loading data...
12/11/2014 04:07:24 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 04:07:24 PM DEBUG: Loading data...
12/11/2014 04:07:24 PM DEBUG: Loading section 00 
12/11/2014 04:07:38 PM DEBUG: Loading section 01 
12/11/2014 04:07:54 PM DEBUG: Loading section 22 
12/11/2014 04:08:07 PM DEBUG: Loading section 24 
12/11/2014 04:08:18 PM DEBUG: Start evaluating ...
12/11/2014 04:08:18 PM INFO: Feature count: 10248242
12/11/2014 04:08:18 PM DEBUG: Data finishing 0.00% ...
12/11/2014 04:11:14 PM DEBUG: Data finishing 14.37% ...
12/11/2014 04:13:38 PM DEBUG: Data finishing 28.74% ...
12/11/2014 04:16:12 PM DEBUG: Data finishing 43.10% ...
12/11/2014 04:18:28 PM DEBUG: Data finishing 57.47% ...
12/11/2014 04:20:55 PM DEBUG: Data finishing 71.84% ...
12/11/2014 04:23:10 PM DEBUG: Data finishing 86.21% ...
12/11/2014 04:25:45 PM INFO: Unlabeled accuracy: 0.942192344990 (157397, 167054)
12/11/2014 04:25:45 PM INFO: Unlabeled attachment accuracy: 0.944504465158 (164357, 174014)
===============================================
Iter 6 :
12/11/2014 04:25:49 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_5.db 
12/11/2014 04:26:06 PM DEBUG: Loading data...
12/11/2014 04:26:06 PM DEBUG: Loading data...
12/11/2014 04:26:06 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 04:26:06 PM DEBUG: Loading data...
12/11/2014 04:26:06 PM DEBUG: Loading section 00 
12/11/2014 04:26:20 PM DEBUG: Loading section 01 
12/11/2014 04:26:36 PM DEBUG: Loading section 22 
12/11/2014 04:26:49 PM DEBUG: Loading section 24 
12/11/2014 04:27:00 PM DEBUG: Start evaluating ...
12/11/2014 04:27:00 PM INFO: Feature count: 10302575
12/11/2014 04:27:00 PM DEBUG: Data finishing 0.00% ...
12/11/2014 04:30:00 PM DEBUG: Data finishing 14.37% ...
12/11/2014 04:32:28 PM DEBUG: Data finishing 28.74% ...
12/11/2014 04:35:05 PM DEBUG: Data finishing 43.10% ...
12/11/2014 04:37:24 PM DEBUG: Data finishing 57.47% ...
12/11/2014 04:39:55 PM DEBUG: Data finishing 71.84% ...
12/11/2014 04:42:13 PM DEBUG: Data finishing 86.21% ...
12/11/2014 04:44:52 PM INFO: Unlabeled accuracy: 0.942144456284 (157389, 167054)
12/11/2014 04:44:52 PM INFO: Unlabeled attachment accuracy: 0.944458491845 (164349, 174014)
===============================================
Iter 7 :
12/11/2014 04:44:56 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_6.db 
12/11/2014 04:45:12 PM DEBUG: Loading data...
12/11/2014 04:45:12 PM DEBUG: Loading data...
12/11/2014 04:45:12 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 04:45:12 PM DEBUG: Loading data...
12/11/2014 04:45:12 PM DEBUG: Loading section 00 
12/11/2014 04:45:26 PM DEBUG: Loading section 01 
12/11/2014 04:45:42 PM DEBUG: Loading section 22 
12/11/2014 04:45:55 PM DEBUG: Loading section 24 
12/11/2014 04:46:05 PM DEBUG: Start evaluating ...
12/11/2014 04:46:05 PM INFO: Feature count: 10342271
12/11/2014 04:46:05 PM DEBUG: Data finishing 0.00% ...
12/11/2014 04:49:02 PM DEBUG: Data finishing 14.37% ...
12/11/2014 04:51:26 PM DEBUG: Data finishing 28.74% ...
12/11/2014 04:53:59 PM DEBUG: Data finishing 43.10% ...
12/11/2014 04:56:16 PM DEBUG: Data finishing 57.47% ...
12/11/2014 04:58:43 PM DEBUG: Data finishing 71.84% ...
12/11/2014 05:00:58 PM DEBUG: Data finishing 86.21% ...
12/11/2014 05:03:32 PM INFO: Unlabeled accuracy: 0.941845151867 (157339, 167054)
12/11/2014 05:03:32 PM INFO: Unlabeled attachment accuracy: 0.944171158642 (164299, 174014)
===============================================
Iter 8 :
12/11/2014 05:03:37 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_7.db 
12/11/2014 05:03:52 PM DEBUG: Loading data...
12/11/2014 05:03:52 PM DEBUG: Loading data...
12/11/2014 05:03:52 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 05:03:52 PM DEBUG: Loading data...
12/11/2014 05:03:52 PM DEBUG: Loading section 00 
12/11/2014 05:04:06 PM DEBUG: Loading section 01 
12/11/2014 05:04:21 PM DEBUG: Loading section 22 
12/11/2014 05:04:35 PM DEBUG: Loading section 24 
12/11/2014 05:04:45 PM DEBUG: Start evaluating ...
12/11/2014 05:04:45 PM INFO: Feature count: 10373455
12/11/2014 05:04:45 PM DEBUG: Data finishing 0.00% ...
12/11/2014 05:07:40 PM DEBUG: Data finishing 14.37% ...
12/11/2014 05:10:04 PM DEBUG: Data finishing 28.74% ...
12/11/2014 05:12:37 PM DEBUG: Data finishing 43.10% ...
12/11/2014 05:14:53 PM DEBUG: Data finishing 57.47% ...
12/11/2014 05:17:20 PM DEBUG: Data finishing 71.84% ...
12/11/2014 05:19:34 PM DEBUG: Data finishing 86.21% ...
12/11/2014 05:22:09 PM INFO: Unlabeled accuracy: 0.941887054485 (157346, 167054)
12/11/2014 05:22:09 PM INFO: Unlabeled attachment accuracy: 0.944211385291 (164306, 174014)
===============================================
Iter 9 :
12/11/2014 05:22:13 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_8.db 
12/11/2014 05:22:29 PM DEBUG: Loading data...
12/11/2014 05:22:29 PM DEBUG: Loading data...
12/11/2014 05:22:29 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 05:22:29 PM DEBUG: Loading data...
12/11/2014 05:22:29 PM DEBUG: Loading section 00 
12/11/2014 05:22:43 PM DEBUG: Loading section 01 
12/11/2014 05:22:59 PM DEBUG: Loading section 22 
12/11/2014 05:23:12 PM DEBUG: Loading section 24 
12/11/2014 05:23:22 PM DEBUG: Start evaluating ...
12/11/2014 05:23:22 PM INFO: Feature count: 10398905
12/11/2014 05:23:22 PM DEBUG: Data finishing 0.00% ...
12/11/2014 05:26:16 PM DEBUG: Data finishing 14.37% ...
12/11/2014 05:28:38 PM DEBUG: Data finishing 28.74% ...
12/11/2014 05:31:09 PM DEBUG: Data finishing 43.10% ...
12/11/2014 05:33:23 PM DEBUG: Data finishing 57.47% ...
12/11/2014 05:35:48 PM DEBUG: Data finishing 71.84% ...
12/11/2014 05:38:01 PM DEBUG: Data finishing 86.21% ...
12/11/2014 05:40:33 PM INFO: Unlabeled accuracy: 0.941881068397 (157345, 167054)
12/11/2014 05:40:33 PM INFO: Unlabeled attachment accuracy: 0.944205638627 (164305, 174014)
===============================================
Iter 10 :
12/11/2014 05:40:38 PM DEBUG: Loading Weight Vector from /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_9.db 
12/11/2014 05:40:54 PM DEBUG: Loading data...
12/11/2014 05:40:54 PM DEBUG: Loading data...
12/11/2014 05:40:54 PM DEBUG: Initialize AveragePerceptronLearner ... 
12/11/2014 05:40:54 PM DEBUG: Loading data...
12/11/2014 05:40:54 PM DEBUG: Loading section 00 
12/11/2014 05:41:08 PM DEBUG: Loading section 01 
12/11/2014 05:41:23 PM DEBUG: Loading section 22 
12/11/2014 05:41:37 PM DEBUG: Loading section 24 
12/11/2014 05:41:47 PM DEBUG: Start evaluating ...
12/11/2014 05:41:47 PM INFO: Feature count: 10420623
12/11/2014 05:41:47 PM DEBUG: Data finishing 0.00% ...
12/11/2014 05:44:44 PM DEBUG: Data finishing 14.37% ...
12/11/2014 05:47:09 PM DEBUG: Data finishing 28.74% ...
12/11/2014 05:49:43 PM DEBUG: Data finishing 43.10% ...
12/11/2014 05:52:00 PM DEBUG: Data finishing 57.47% ...
12/11/2014 05:54:28 PM DEBUG: Data finishing 71.84% ...
12/11/2014 05:56:43 PM DEBUG: Data finishing 86.21% ...
12/11/2014 05:59:18 PM INFO: Unlabeled accuracy: 0.941928957104 (157353, 167054)
12/11/2014 05:59:18 PM INFO: Unlabeled attachment accuracy: 0.944251611939 (164313, 174014)
