12/12/2014 12:05:26 AM DEBUG: Loading data...
12/12/2014 12:05:26 AM DEBUG: Loading data...
12/12/2014 12:05:26 AM DEBUG: Initialize AveragePerceptronLearner ... 
12/12/2014 12:05:26 AM DEBUG: Loading data...
12/12/2014 12:05:26 AM DEBUG: Loading section 02 
12/12/2014 12:05:36 AM DEBUG: Loading section 03 
12/12/2014 12:05:46 AM DEBUG: Loading section 04 
12/12/2014 12:06:01 AM DEBUG: Loading section 05 
12/12/2014 12:06:14 AM DEBUG: Loading section 06 
12/12/2014 12:06:26 AM DEBUG: Loading section 07 
12/12/2014 12:06:40 AM DEBUG: Loading section 08 
12/12/2014 12:06:42 AM DEBUG: Loading section 09 
12/12/2014 12:06:58 AM DEBUG: Loading section 10 
12/12/2014 12:07:07 AM DEBUG: Loading section 11 
12/12/2014 12:07:24 AM DEBUG: Loading section 12 
12/12/2014 12:07:34 AM DEBUG: Loading section 13 
12/12/2014 12:07:54 AM DEBUG: Loading section 14 
12/12/2014 12:08:04 AM DEBUG: Loading section 15 
12/12/2014 12:08:24 AM DEBUG: Loading section 16 
12/12/2014 12:08:38 AM DEBUG: Loading section 17 
12/12/2014 12:08:47 AM DEBUG: Loading section 18 
12/12/2014 12:09:10 AM DEBUG: Loading section 19 
12/12/2014 12:09:19 AM DEBUG: Loading section 20 
12/12/2014 12:09:29 AM DEBUG: Loading section 21 
12/12/2014 02:01:16 PM DEBUG: Data finishing 20.08% ...
12/12/2014 02:03:58 PM DEBUG: Data finishing 22.59% ...
12/12/2014 02:06:29 PM DEBUG: Data finishing 25.11% ...
12/12/2014 02:08:59 PM DEBUG: Data finishing 27.62% ...
12/12/2014 02:11:22 PM DEBUG: Data finishing 30.13% ...
12/12/2014 02:14:04 PM DEBUG: Data finishing 32.64% ...
12/12/2014 02:16:36 PM DEBUG: Data finishing 35.15% ...
12/12/2014 02:19:10 PM DEBUG: Data finishing 37.66% ...
12/12/2014 02:21:43 PM DEBUG: Data finishing 40.17% ...
12/12/2014 02:24:13 PM DEBUG: Data finishing 42.68% ...
12/12/2014 02:26:33 PM DEBUG: Data finishing 45.19% ...
12/12/2014 02:29:07 PM DEBUG: Data finishing 47.70% ...
12/12/2014 02:31:25 PM DEBUG: Data finishing 50.21% ...
12/12/2014 02:33:46 PM DEBUG: Data finishing 52.72% ...
12/12/2014 02:36:11 PM DEBUG: Data finishing 55.23% ...
12/12/2014 02:38:38 PM DEBUG: Data finishing 57.74% ...
12/12/2014 02:41:21 PM DEBUG: Data finishing 60.25% ...
12/12/2014 02:43:47 PM DEBUG: Data finishing 62.76% ...
12/12/2014 02:46:18 PM DEBUG: Data finishing 65.27% ...
12/12/2014 02:48:42 PM DEBUG: Data finishing 67.78% ...
12/12/2014 02:51:20 PM DEBUG: Data finishing 70.30% ...
12/12/2014 02:54:03 PM DEBUG: Data finishing 72.81% ...
12/12/2014 02:56:28 PM DEBUG: Data finishing 75.32% ...
12/12/2014 02:58:44 PM DEBUG: Data finishing 77.83% ...
12/12/2014 03:01:15 PM DEBUG: Data finishing 80.34% ...
12/12/2014 03:03:49 PM DEBUG: Data finishing 82.85% ...
12/12/2014 03:06:19 PM DEBUG: Data finishing 85.36% ...
12/12/2014 03:09:03 PM DEBUG: Data finishing 87.87% ...
12/12/2014 03:11:26 PM DEBUG: Data finishing 90.38% ...
12/12/2014 03:13:50 PM DEBUG: Data finishing 92.89% ...
12/12/2014 03:16:20 PM DEBUG: Data finishing 95.40% ...
12/12/2014 03:18:49 PM DEBUG: Data finishing 97.91% ...
12/12/2014 03:21:19 PM DEBUG: Iteration: 9
12/12/2014 03:21:19 PM DEBUG: Data size: 39832
12/12/2014 03:21:19 PM DEBUG: Data finishing 0.00% ...
12/12/2014 03:21:28 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_8.db 
12/12/2014 03:21:28 PM DEBUG: Total Feature Num: 10398905 
12/12/2014 03:24:05 PM DEBUG: Data finishing 2.51% ...
12/12/2014 03:26:42 PM DEBUG: Data finishing 5.02% ...
12/12/2014 03:29:17 PM DEBUG: Data finishing 7.53% ...
12/12/2014 03:31:42 PM DEBUG: Data finishing 10.04% ...
12/12/2014 03:34:09 PM DEBUG: Data finishing 12.55% ...
12/12/2014 03:37:00 PM DEBUG: Data finishing 15.06% ...
12/12/2014 03:39:32 PM DEBUG: Data finishing 17.57% ...
12/12/2014 03:42:11 PM DEBUG: Data finishing 20.08% ...
12/12/2014 03:44:54 PM DEBUG: Data finishing 22.59% ...
12/12/2014 03:47:24 PM DEBUG: Data finishing 25.11% ...
12/12/2014 03:49:54 PM DEBUG: Data finishing 27.62% ...
12/12/2014 03:52:17 PM DEBUG: Data finishing 30.13% ...
12/12/2014 03:55:00 PM DEBUG: Data finishing 32.64% ...
12/12/2014 03:57:32 PM DEBUG: Data finishing 35.15% ...
12/12/2014 04:00:06 PM DEBUG: Data finishing 37.66% ...
12/12/2014 04:02:38 PM DEBUG: Data finishing 40.17% ...
12/12/2014 04:05:08 PM DEBUG: Data finishing 42.68% ...
12/12/2014 04:07:28 PM DEBUG: Data finishing 45.19% ...
12/12/2014 04:10:03 PM DEBUG: Data finishing 47.70% ...
12/12/2014 04:12:21 PM DEBUG: Data finishing 50.21% ...
12/12/2014 04:14:42 PM DEBUG: Data finishing 52.72% ...
12/12/2014 04:17:07 PM DEBUG: Data finishing 55.23% ...
12/12/2014 04:19:35 PM DEBUG: Data finishing 57.74% ...
12/12/2014 04:22:18 PM DEBUG: Data finishing 60.25% ...
12/12/2014 04:24:43 PM DEBUG: Data finishing 62.76% ...
12/12/2014 04:27:14 PM DEBUG: Data finishing 65.27% ...
12/12/2014 04:29:39 PM DEBUG: Data finishing 67.78% ...
12/12/2014 04:32:16 PM DEBUG: Data finishing 70.30% ...
12/12/2014 04:34:59 PM DEBUG: Data finishing 72.81% ...
12/12/2014 04:37:24 PM DEBUG: Data finishing 75.32% ...
12/12/2014 04:39:40 PM DEBUG: Data finishing 77.83% ...
12/12/2014 04:42:11 PM DEBUG: Data finishing 80.34% ...
12/12/2014 04:44:46 PM DEBUG: Data finishing 82.85% ...
12/12/2014 04:47:16 PM DEBUG: Data finishing 85.36% ...
12/12/2014 04:49:59 PM DEBUG: Data finishing 87.87% ...
12/12/2014 04:52:22 PM DEBUG: Data finishing 90.38% ...
12/12/2014 04:54:45 PM DEBUG: Data finishing 92.89% ...
12/12/2014 04:57:15 PM DEBUG: Data finishing 95.40% ...
12/12/2014 04:59:43 PM DEBUG: Data finishing 97.91% ...
12/12/2014 05:02:13 PM DEBUG: Iteration: 10
12/12/2014 05:02:13 PM DEBUG: Data size: 39832
12/12/2014 05:02:13 PM DEBUG: Data finishing 0.00% ...
12/12/2014 05:02:21 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_9.db 
12/12/2014 05:02:21 PM DEBUG: Total Feature Num: 10420623 
12/12/2014 05:05:04 PM DEBUG: Data finishing 2.51% ...
12/12/2014 05:07:42 PM DEBUG: Data finishing 5.02% ...
12/12/2014 05:10:19 PM DEBUG: Data finishing 7.53% ...
12/12/2014 05:12:45 PM DEBUG: Data finishing 10.04% ...
12/12/2014 05:15:13 PM DEBUG: Data finishing 12.55% ...
12/12/2014 05:18:05 PM DEBUG: Data finishing 15.06% ...
12/12/2014 05:20:38 PM DEBUG: Data finishing 17.57% ...
12/12/2014 05:23:19 PM DEBUG: Data finishing 20.08% ...
12/12/2014 05:26:02 PM DEBUG: Data finishing 22.59% ...
12/12/2014 05:28:34 PM DEBUG: Data finishing 25.11% ...
12/12/2014 05:31:05 PM DEBUG: Data finishing 27.62% ...
12/12/2014 05:33:29 PM DEBUG: Data finishing 30.13% ...
12/12/2014 05:36:13 PM DEBUG: Data finishing 32.64% ...
12/12/2014 05:38:46 PM DEBUG: Data finishing 35.15% ...
12/12/2014 05:41:21 PM DEBUG: Data finishing 37.66% ...
12/12/2014 05:43:55 PM DEBUG: Data finishing 40.17% ...
12/12/2014 05:46:26 PM DEBUG: Data finishing 42.68% ...
12/12/2014 05:48:47 PM DEBUG: Data finishing 45.19% ...
12/12/2014 05:51:22 PM DEBUG: Data finishing 47.70% ...
12/12/2014 05:53:42 PM DEBUG: Data finishing 50.21% ...
12/12/2014 05:56:03 PM DEBUG: Data finishing 52.72% ...
12/12/2014 05:58:29 PM DEBUG: Data finishing 55.23% ...
12/12/2014 06:00:57 PM DEBUG: Data finishing 57.74% ...
12/12/2014 06:03:41 PM DEBUG: Data finishing 60.25% ...
12/12/2014 06:06:08 PM DEBUG: Data finishing 62.76% ...
12/12/2014 06:08:40 PM DEBUG: Data finishing 65.27% ...
12/12/2014 06:11:06 PM DEBUG: Data finishing 67.78% ...
12/12/2014 06:13:44 PM DEBUG: Data finishing 70.30% ...
12/12/2014 06:16:29 PM DEBUG: Data finishing 72.81% ...
12/12/2014 06:18:55 PM DEBUG: Data finishing 75.32% ...
12/12/2014 06:21:12 PM DEBUG: Data finishing 77.83% ...
12/12/2014 06:23:44 PM DEBUG: Data finishing 80.34% ...
12/12/2014 06:26:19 PM DEBUG: Data finishing 82.85% ...
12/12/2014 06:28:50 PM DEBUG: Data finishing 85.36% ...
12/12/2014 06:31:35 PM DEBUG: Data finishing 87.87% ...
12/12/2014 06:33:58 PM DEBUG: Data finishing 90.38% ...
12/12/2014 06:36:23 PM DEBUG: Data finishing 92.89% ...
12/12/2014 06:38:54 PM DEBUG: Data finishing 95.40% ...
12/12/2014 06:41:24 PM DEBUG: Data finishing 97.91% ...
12/12/2014 06:43:57 PM DEBUG: Iteration: 11
12/12/2014 06:43:57 PM DEBUG: Data size: 39832
12/12/2014 06:43:57 PM DEBUG: Data finishing 0.00% ...
12/12/2014 06:44:06 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_10.db 
12/12/2014 06:44:06 PM DEBUG: Total Feature Num: 10437224 
12/12/2014 06:46:43 PM DEBUG: Data finishing 2.51% ...
12/12/2014 06:49:20 PM DEBUG: Data finishing 5.02% ...
12/12/2014 06:51:56 PM DEBUG: Data finishing 7.53% ...
12/12/2014 06:54:21 PM DEBUG: Data finishing 10.04% ...
12/12/2014 06:56:48 PM DEBUG: Data finishing 12.55% ...
12/12/2014 06:59:39 PM DEBUG: Data finishing 15.06% ...
12/12/2014 07:02:11 PM DEBUG: Data finishing 17.57% ...
12/12/2014 07:04:51 PM DEBUG: Data finishing 20.08% ...
12/12/2014 07:07:33 PM DEBUG: Data finishing 22.59% ...
12/12/2014 07:10:05 PM DEBUG: Data finishing 25.11% ...
12/12/2014 07:12:35 PM DEBUG: Data finishing 27.62% ...
12/12/2014 07:14:58 PM DEBUG: Data finishing 30.13% ...
12/12/2014 07:17:41 PM DEBUG: Data finishing 32.64% ...
12/12/2014 07:20:14 PM DEBUG: Data finishing 35.15% ...
12/12/2014 07:22:48 PM DEBUG: Data finishing 37.66% ...
12/12/2014 07:25:21 PM DEBUG: Data finishing 40.17% ...
12/12/2014 07:27:52 PM DEBUG: Data finishing 42.68% ...
12/12/2014 07:30:13 PM DEBUG: Data finishing 45.19% ...
12/12/2014 07:32:47 PM DEBUG: Data finishing 47.70% ...
12/12/2014 07:35:07 PM DEBUG: Data finishing 50.21% ...
12/12/2014 07:37:28 PM DEBUG: Data finishing 52.72% ...
12/12/2014 07:39:53 PM DEBUG: Data finishing 55.23% ...
12/12/2014 07:42:21 PM DEBUG: Data finishing 57.74% ...
12/12/2014 07:45:04 PM DEBUG: Data finishing 60.25% ...
12/12/2014 07:47:30 PM DEBUG: Data finishing 62.76% ...
12/12/2014 07:50:01 PM DEBUG: Data finishing 65.27% ...
12/12/2014 07:52:26 PM DEBUG: Data finishing 67.78% ...
12/12/2014 07:55:03 PM DEBUG: Data finishing 70.30% ...
12/12/2014 07:57:47 PM DEBUG: Data finishing 72.81% ...
12/12/2014 08:00:13 PM DEBUG: Data finishing 75.32% ...
12/12/2014 08:02:29 PM DEBUG: Data finishing 77.83% ...
12/12/2014 08:05:00 PM DEBUG: Data finishing 80.34% ...
12/12/2014 08:07:35 PM DEBUG: Data finishing 82.85% ...
12/12/2014 08:10:04 PM DEBUG: Data finishing 85.36% ...
12/12/2014 08:12:49 PM DEBUG: Data finishing 87.87% ...
12/12/2014 08:15:12 PM DEBUG: Data finishing 90.38% ...
12/12/2014 08:17:36 PM DEBUG: Data finishing 92.89% ...
12/12/2014 08:20:06 PM DEBUG: Data finishing 95.40% ...
12/12/2014 08:22:35 PM DEBUG: Data finishing 97.91% ...
12/12/2014 08:25:06 PM DEBUG: Iteration: 12
12/12/2014 08:25:06 PM DEBUG: Data size: 39832
12/12/2014 08:25:06 PM DEBUG: Data finishing 0.00% ...
12/12/2014 08:25:15 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_11.db 
12/12/2014 08:25:15 PM DEBUG: Total Feature Num: 10451538 
12/12/2014 08:27:57 PM DEBUG: Data finishing 2.51% ...
12/12/2014 08:30:36 PM DEBUG: Data finishing 5.02% ...
12/12/2014 08:33:13 PM DEBUG: Data finishing 7.53% ...
12/12/2014 08:35:39 PM DEBUG: Data finishing 10.04% ...
12/12/2014 08:38:08 PM DEBUG: Data finishing 12.55% ...
12/12/2014 08:41:00 PM DEBUG: Data finishing 15.06% ...
12/12/2014 08:43:34 PM DEBUG: Data finishing 17.57% ...
12/12/2014 08:46:14 PM DEBUG: Data finishing 20.08% ...
12/12/2014 08:48:58 PM DEBUG: Data finishing 22.59% ...
12/12/2014 08:51:30 PM DEBUG: Data finishing 25.11% ...
12/12/2014 08:54:01 PM DEBUG: Data finishing 27.62% ...
12/12/2014 08:56:26 PM DEBUG: Data finishing 30.13% ...
12/12/2014 08:59:10 PM DEBUG: Data finishing 32.64% ...
12/12/2014 09:01:44 PM DEBUG: Data finishing 35.15% ...
12/12/2014 09:04:19 PM DEBUG: Data finishing 37.66% ...
12/12/2014 09:06:53 PM DEBUG: Data finishing 40.17% ...
12/12/2014 09:09:25 PM DEBUG: Data finishing 42.68% ...
12/12/2014 09:11:47 PM DEBUG: Data finishing 45.19% ...
12/12/2014 09:14:22 PM DEBUG: Data finishing 47.70% ...
12/12/2014 09:16:42 PM DEBUG: Data finishing 50.21% ...
12/12/2014 09:19:04 PM DEBUG: Data finishing 52.72% ...
12/12/2014 09:21:30 PM DEBUG: Data finishing 55.23% ...
12/12/2014 09:23:59 PM DEBUG: Data finishing 57.74% ...
12/12/2014 09:26:44 PM DEBUG: Data finishing 60.25% ...
12/12/2014 09:29:11 PM DEBUG: Data finishing 62.76% ...
12/12/2014 09:31:44 PM DEBUG: Data finishing 65.27% ...
12/12/2014 09:34:10 PM DEBUG: Data finishing 67.78% ...
12/12/2014 09:36:49 PM DEBUG: Data finishing 70.30% ...
12/12/2014 09:39:34 PM DEBUG: Data finishing 72.81% ...
12/12/2014 09:42:01 PM DEBUG: Data finishing 75.32% ...
12/12/2014 09:44:19 PM DEBUG: Data finishing 77.83% ...
12/12/2014 09:46:51 PM DEBUG: Data finishing 80.34% ...
12/12/2014 09:49:26 PM DEBUG: Data finishing 82.85% ...
12/12/2014 09:51:57 PM DEBUG: Data finishing 85.36% ...
12/12/2014 09:54:42 PM DEBUG: Data finishing 87.87% ...
12/12/2014 09:57:06 PM DEBUG: Data finishing 90.38% ...
12/12/2014 09:59:31 PM DEBUG: Data finishing 92.89% ...
12/12/2014 10:02:03 PM DEBUG: Data finishing 95.40% ...
12/12/2014 10:04:33 PM DEBUG: Data finishing 97.91% ...
12/12/2014 10:07:07 PM DEBUG: Iteration: 13
12/12/2014 10:07:07 PM DEBUG: Data size: 39832
12/12/2014 10:07:07 PM DEBUG: Data finishing 0.00% ...
12/12/2014 10:07:16 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_12.db 
12/12/2014 10:07:16 PM DEBUG: Total Feature Num: 10465201 
12/12/2014 10:09:59 PM DEBUG: Data finishing 2.51% ...
12/12/2014 10:12:38 PM DEBUG: Data finishing 5.02% ...
12/12/2014 10:15:15 PM DEBUG: Data finishing 7.53% ...
12/12/2014 10:17:42 PM DEBUG: Data finishing 10.04% ...
12/12/2014 10:20:11 PM DEBUG: Data finishing 12.55% ...
12/12/2014 10:23:04 PM DEBUG: Data finishing 15.06% ...
12/12/2014 10:25:37 PM DEBUG: Data finishing 17.57% ...
12/12/2014 10:28:19 PM DEBUG: Data finishing 20.08% ...
12/12/2014 10:31:03 PM DEBUG: Data finishing 22.59% ...
12/12/2014 10:33:36 PM DEBUG: Data finishing 25.11% ...
12/12/2014 10:36:08 PM DEBUG: Data finishing 27.62% ...
12/12/2014 10:38:33 PM DEBUG: Data finishing 30.13% ...
12/12/2014 10:41:18 PM DEBUG: Data finishing 32.64% ...
12/12/2014 10:43:52 PM DEBUG: Data finishing 35.15% ...
12/12/2014 10:46:28 PM DEBUG: Data finishing 37.66% ...
12/12/2014 10:49:03 PM DEBUG: Data finishing 40.17% ...
12/12/2014 10:51:35 PM DEBUG: Data finishing 42.68% ...
12/12/2014 10:53:57 PM DEBUG: Data finishing 45.19% ...
12/12/2014 10:56:33 PM DEBUG: Data finishing 47.70% ...
12/12/2014 10:58:54 PM DEBUG: Data finishing 50.21% ...
12/12/2014 11:01:17 PM DEBUG: Data finishing 52.72% ...
12/12/2014 11:03:44 PM DEBUG: Data finishing 55.23% ...
12/12/2014 11:06:13 PM DEBUG: Data finishing 57.74% ...
12/12/2014 11:08:58 PM DEBUG: Data finishing 60.25% ...
12/12/2014 11:11:26 PM DEBUG: Data finishing 62.76% ...
12/12/2014 11:13:59 PM DEBUG: Data finishing 65.27% ...
12/12/2014 11:16:27 PM DEBUG: Data finishing 67.78% ...
12/12/2014 11:19:06 PM DEBUG: Data finishing 70.30% ...
12/12/2014 11:21:52 PM DEBUG: Data finishing 72.81% ...
12/12/2014 11:24:19 PM DEBUG: Data finishing 75.32% ...
12/12/2014 11:26:37 PM DEBUG: Data finishing 77.83% ...
12/12/2014 11:29:10 PM DEBUG: Data finishing 80.34% ...
12/12/2014 11:31:47 PM DEBUG: Data finishing 82.85% ...
12/12/2014 11:34:18 PM DEBUG: Data finishing 85.36% ...
12/12/2014 11:37:04 PM DEBUG: Data finishing 87.87% ...
12/12/2014 11:39:29 PM DEBUG: Data finishing 90.38% ...
12/12/2014 11:41:55 PM DEBUG: Data finishing 92.89% ...
12/12/2014 11:44:27 PM DEBUG: Data finishing 95.40% ...
12/12/2014 11:46:57 PM DEBUG: Data finishing 97.91% ...
12/12/2014 11:49:32 PM DEBUG: Iteration: 14
12/12/2014 11:49:32 PM DEBUG: Data size: 39832
12/12/2014 11:49:32 PM DEBUG: Data finishing 0.00% ...
12/12/2014 11:49:41 PM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_13.db 
12/12/2014 11:49:41 PM DEBUG: Total Feature Num: 10476563 
12/12/2014 11:52:19 PM DEBUG: Data finishing 2.51% ...
12/12/2014 11:54:57 PM DEBUG: Data finishing 5.02% ...
12/12/2014 11:57:34 PM DEBUG: Data finishing 7.53% ...
12/13/2014 12:00:00 AM DEBUG: Data finishing 10.04% ...
12/13/2014 12:02:28 AM DEBUG: Data finishing 12.55% ...
12/13/2014 12:05:20 AM DEBUG: Data finishing 15.06% ...
12/13/2014 12:07:53 AM DEBUG: Data finishing 17.57% ...
12/13/2014 12:10:33 AM DEBUG: Data finishing 20.08% ...
12/13/2014 12:13:16 AM DEBUG: Data finishing 22.59% ...
12/13/2014 12:15:49 AM DEBUG: Data finishing 25.11% ...
12/13/2014 12:18:19 AM DEBUG: Data finishing 27.62% ...
12/13/2014 12:20:43 AM DEBUG: Data finishing 30.13% ...
12/13/2014 12:23:27 AM DEBUG: Data finishing 32.64% ...
12/13/2014 12:26:01 AM DEBUG: Data finishing 35.15% ...
12/13/2014 12:28:36 AM DEBUG: Data finishing 37.66% ...
12/13/2014 12:31:09 AM DEBUG: Data finishing 40.17% ...
12/13/2014 12:33:41 AM DEBUG: Data finishing 42.68% ...
12/13/2014 12:36:02 AM DEBUG: Data finishing 45.19% ...
12/13/2014 12:38:37 AM DEBUG: Data finishing 47.70% ...
12/13/2014 12:40:57 AM DEBUG: Data finishing 50.21% ...
12/13/2014 12:43:19 AM DEBUG: Data finishing 52.72% ...
12/13/2014 12:45:45 AM DEBUG: Data finishing 55.23% ...
12/13/2014 12:48:13 AM DEBUG: Data finishing 57.74% ...
12/13/2014 12:50:58 AM DEBUG: Data finishing 60.25% ...
12/13/2014 12:53:24 AM DEBUG: Data finishing 62.76% ...
12/13/2014 12:55:57 AM DEBUG: Data finishing 65.27% ...
12/13/2014 12:58:22 AM DEBUG: Data finishing 67.78% ...
12/13/2014 01:01:01 AM DEBUG: Data finishing 70.30% ...
12/13/2014 01:03:46 AM DEBUG: Data finishing 72.81% ...
12/13/2014 01:06:12 AM DEBUG: Data finishing 75.32% ...
12/13/2014 01:08:29 AM DEBUG: Data finishing 77.83% ...
12/13/2014 01:11:00 AM DEBUG: Data finishing 80.34% ...
12/13/2014 01:13:36 AM DEBUG: Data finishing 82.85% ...
12/13/2014 01:16:06 AM DEBUG: Data finishing 85.36% ...
12/13/2014 01:18:51 AM DEBUG: Data finishing 87.87% ...
12/13/2014 01:21:14 AM DEBUG: Data finishing 90.38% ...
12/13/2014 01:23:40 AM DEBUG: Data finishing 92.89% ...
12/13/2014 01:26:11 AM DEBUG: Data finishing 95.40% ...
12/13/2014 01:28:40 AM DEBUG: Data finishing 97.91% ...
12/13/2014 01:31:13 AM DEBUG: Iteration: 15
12/13/2014 01:31:13 AM DEBUG: Data size: 39832
12/13/2014 01:31:13 AM DEBUG: Data finishing 0.00% ...
12/13/2014 01:31:21 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_14.db 
12/13/2014 01:31:21 AM DEBUG: Total Feature Num: 10487148 
12/13/2014 01:34:00 AM DEBUG: Data finishing 2.51% ...
12/13/2014 01:36:37 AM DEBUG: Data finishing 5.02% ...
12/13/2014 01:39:14 AM DEBUG: Data finishing 7.53% ...
12/13/2014 01:41:39 AM DEBUG: Data finishing 10.04% ...
12/13/2014 01:44:07 AM DEBUG: Data finishing 12.55% ...
12/13/2014 01:46:59 AM DEBUG: Data finishing 15.06% ...
12/13/2014 01:49:32 AM DEBUG: Data finishing 17.57% ...
12/13/2014 01:52:12 AM DEBUG: Data finishing 20.08% ...
12/13/2014 01:54:55 AM DEBUG: Data finishing 22.59% ...
12/13/2014 01:57:27 AM DEBUG: Data finishing 25.11% ...
12/13/2014 01:59:57 AM DEBUG: Data finishing 27.62% ...
12/13/2014 02:02:22 AM DEBUG: Data finishing 30.13% ...
12/13/2014 02:05:05 AM DEBUG: Data finishing 32.64% ...
12/13/2014 02:07:39 AM DEBUG: Data finishing 35.15% ...
12/13/2014 02:10:13 AM DEBUG: Data finishing 37.66% ...
12/13/2014 02:12:47 AM DEBUG: Data finishing 40.17% ...
12/13/2014 02:15:18 AM DEBUG: Data finishing 42.68% ...
12/13/2014 02:17:39 AM DEBUG: Data finishing 45.19% ...
12/13/2014 02:20:14 AM DEBUG: Data finishing 47.70% ...
12/13/2014 02:22:34 AM DEBUG: Data finishing 50.21% ...
12/13/2014 02:24:55 AM DEBUG: Data finishing 52.72% ...
12/13/2014 02:27:21 AM DEBUG: Data finishing 55.23% ...
12/13/2014 02:29:49 AM DEBUG: Data finishing 57.74% ...
12/13/2014 02:32:33 AM DEBUG: Data finishing 60.25% ...
12/13/2014 02:35:00 AM DEBUG: Data finishing 62.76% ...
12/13/2014 02:37:32 AM DEBUG: Data finishing 65.27% ...
12/13/2014 02:39:57 AM DEBUG: Data finishing 67.78% ...
12/13/2014 02:42:35 AM DEBUG: Data finishing 70.30% ...
12/13/2014 02:45:20 AM DEBUG: Data finishing 72.81% ...
12/13/2014 02:47:45 AM DEBUG: Data finishing 75.32% ...
12/13/2014 02:50:02 AM DEBUG: Data finishing 77.83% ...
12/13/2014 02:52:34 AM DEBUG: Data finishing 80.34% ...
12/13/2014 02:55:09 AM DEBUG: Data finishing 82.85% ...
12/13/2014 02:57:39 AM DEBUG: Data finishing 85.36% ...
12/13/2014 03:00:24 AM DEBUG: Data finishing 87.87% ...
12/13/2014 03:02:47 AM DEBUG: Data finishing 90.38% ...
12/13/2014 03:05:12 AM DEBUG: Data finishing 92.89% ...
12/13/2014 03:07:43 AM DEBUG: Data finishing 95.40% ...
12/13/2014 03:10:12 AM DEBUG: Data finishing 97.91% ...
12/13/2014 03:12:43 AM DEBUG: Iteration: 16
12/13/2014 03:12:43 AM DEBUG: Data size: 39832
12/13/2014 03:12:43 AM DEBUG: Data finishing 0.00% ...
12/13/2014 03:12:52 AM DEBUG: Dumping Weight Vector to /cs/natlang-projects/glm-parser/new_results/weight/Spinal_Weight_Iter_15.db 
12/13/2014 03:12:52 AM DEBUG: Total Feature Num: 10496335 
12/13/2014 03:15:30 AM DEBUG: Data finishing 2.51% ...
12/13/2014 03:18:07 AM DEBUG: Data finishing 5.02% ...
12/13/2014 03:20:43 AM DEBUG: Data finishing 7.53% ...
12/13/2014 03:23:08 AM DEBUG: Data finishing 10.04% ...
12/13/2014 03:25:35 AM DEBUG: Data finishing 12.55% ...
12/13/2014 03:28:27 AM DEBUG: Data finishing 15.06% ...
12/13/2014 03:30:59 AM DEBUG: Data finishing 17.57% ...
12/13/2014 03:33:39 AM DEBUG: Data finishing 20.08% ...
12/13/2014 03:36:21 AM DEBUG: Data finishing 22.59% ...
12/13/2014 03:38:53 AM DEBUG: Data finishing 25.11% ...
12/13/2014 03:41:23 AM DEBUG: Data finishing 27.62% ...
12/13/2014 03:43:46 AM DEBUG: Data finishing 30.13% ...
12/13/2014 03:46:30 AM DEBUG: Data finishing 32.64% ...
12/13/2014 03:49:03 AM DEBUG: Data finishing 35.15% ...
12/13/2014 03:51:37 AM DEBUG: Data finishing 37.66% ...
12/13/2014 03:54:10 AM DEBUG: Data finishing 40.17% ...
12/13/2014 03:56:41 AM DEBUG: Data finishing 42.68% ...
12/13/2014 03:59:02 AM DEBUG: Data finishing 45.19% ...
12/13/2014 04:01:36 AM DEBUG: Data finishing 47.70% ...
12/13/2014 04:03:56 AM DEBUG: Data finishing 50.21% ...
12/13/2014 04:06:17 AM DEBUG: Data finishing 52.72% ...
12/13/2014 04:08:42 AM DEBUG: Data finishing 55.23% ...
12/13/2014 04:11:10 AM DEBUG: Data finishing 57.74% ...
12/13/2014 04:13:54 AM DEBUG: Data finishing 60.25% ...
12/13/2014 04:16:20 AM DEBUG: Data finishing 62.76% ...
12/13/2014 04:18:52 AM DEBUG: Data finishing 65.27% ...
12/13/2014 04:21:17 AM DEBUG: Data finishing 67.78% ...
12/13/2014 04:23:55 AM DEBUG: Data finishing 70.30% ...
12/13/2014 04:26:39 AM DEBUG: Data finishing 72.81% ...
12/13/2014 04:29:04 AM DEBUG: Data finishing 75.32% ...
12/13/2014 04:31:21 AM DEBUG: Data finishing 77.83% ...
12/13/2014 04:33:52 AM DEBUG: Data finishing 80.34% ...
12/13/2014 04:36:27 AM DEBUG: Data finishing 82.85% ...
12/13/2014 04:38:57 AM DEBUG: Data finishing 85.36% ...
12/13/2014 04:41:41 AM DEBUG: Data finishing 87.87% ...
12/13/2014 04:44:04 AM DEBUG: Data finishing 90.38% ...
12/13/2014 04:46:28 AM DEBUG: Data finishing 92.89% ...
12/13/2014 04:48:59 AM DEBUG: Data finishing 95.40% ...
