03/10/2016 09:23:10 AM DEBUG: Loading data...
03/10/2016 09:41:04 AM DEBUG: Loading data...
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 09:41:04 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 09:41:04 AM DEBUG: Data finishing 0.00% ...
03/10/2016 09:43:21 AM DEBUG: Loading data...
03/10/2016 09:43:21 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 09:43:21 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 09:43:21 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 09:43:21 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 09:43:21 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 09:43:21 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 09:43:21 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 09:43:21 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 09:43:21 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 09:43:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 09:43:22 AM DEBUG: Data finishing 0.00% ...
03/10/2016 09:45:02 AM DEBUG: Loading data...
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 09:45:02 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 09:45:02 AM DEBUG: Data finishing 0.00% ...
03/10/2016 09:45:20 AM DEBUG: Loading data...
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 09:45:20 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 09:45:20 AM DEBUG: Data finishing 0.00% ...
03/10/2016 09:45:48 AM DEBUG: Loading data...
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 09:45:48 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 09:45:48 AM DEBUG: Data finishing 0.00% ...
03/10/2016 09:46:31 AM DEBUG: Loading data...
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 09:46:31 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 09:46:31 AM DEBUG: Data finishing 0.00% ...
03/10/2016 09:47:08 AM DEBUG: Dumping Weight Vector to fv_Iter_1.db 
03/10/2016 09:47:08 AM DEBUG: Total Feature Num: 10405 
03/10/2016 10:02:36 AM DEBUG: Loading data...
03/10/2016 10:02:36 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 10:02:36 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 10:02:37 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 10:02:37 AM DEBUG: Data finishing 0.00% ...
03/10/2016 10:03:15 AM DEBUG: Dumping Weight Vector to fv_Iter_1.db 
03/10/2016 10:03:15 AM DEBUG: Total Feature Num: 10405 
03/10/2016 10:04:22 AM DEBUG: Loading data...
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 10:04:22 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 10:04:22 AM DEBUG: Data finishing 0.00% ...
03/10/2016 10:04:59 AM DEBUG: Dumping Weight Vector to fv_Iter_1.db 
03/10/2016 10:04:59 AM DEBUG: Total Feature Num: 10405 
03/10/2016 10:09:52 AM DEBUG: Loading data...
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 10:09:52 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 10:09:52 AM DEBUG: Data finishing 0.00% ...
03/10/2016 10:10:30 AM DEBUG: Dumping Weight Vector to fv_Iter_1.db 
03/10/2016 10:10:30 AM DEBUG: Total Feature Num: 10405 
03/10/2016 10:17:46 AM DEBUG: Loading data...
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/08
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/09
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/10
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/11
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/12
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/13
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/14
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/15
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/16
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/17
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/18
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/19
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/20
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/21
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/22
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/23
03/10/2016 10:17:46 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/24
03/10/2016 10:17:46 AM DEBUG: Data finishing 0.00% ...
03/10/2016 10:18:23 AM DEBUG: Dumping Weight Vector to fv_Iter_1.db 
03/10/2016 10:18:23 AM DEBUG: Total Feature Num: 10405 
03/10/2016 10:19:58 AM DEBUG: Loading data...
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/00
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/01
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/02
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/03
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/04
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/05
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/06
03/10/2016 10:19:58 AM DEBUG: Found directory: /Users/vivian/data/penn-wsj-deps/07
